timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
395803284565,1,-1,0,0,-2,-1,-3,-2
395803284565,-7,1,-4,-1,-1,-1,-2,-2
395803300227,8,-9,4,0,0,-1,-1,0
395803300227,-1,-2,-2,-4,-2,1,-1,0
395803300845,-3,-1,-8,-4,-4,-1,1,1
395803300845,-6,2,7,3,6,1,-3,-5
395803315993,0,3,-3,-3,-3,-5,-3,-2
395803315993,0,13,2,3,1,-3,1,1
395803322149,-6,-2,3,-4,-1,-1,0,-1
395803322149,2,2,-1,1,1,0,0,2
395803337103,-6,-3,-5,-6,-3,-1,-1,0
395803337103,0,1,-3,0,-1,-1,-1,-2
395803344438,0,-3,-1,1,-2,1,0,0
395803344438,2,5,1,1,-2,-2,0,1
395803360245,-1,-1,-2,-1,-1,-4,-3,-3
395803360245,-3,-7,-7,-7,-4,-3,-2,-3
395803360969,-2,5,-1,2,2,0,-1,-5
395803360969,2,-8,2,-1,-2,-1,0,-1
395803375922,-2,-8,0,-3,-2,-3,-2,-2
395803375922,-3,-7,-1,-2,-2,1,0,-3
395803381946,-1,2,-3,-2,0,-1,0,-2
395803381946,-1,5,-6,-1,0,0,0,-1
395803397155,-2,-6,1,0,-1,0,0,-1
395803397155,-2,-3,-1,-1,-1,-2,-1,0
395803404629,0,-1,-3,-2,-1,-2,-2,0
395803404629,1,3,-1,0,0,-2,-2,-1
395803420365,8,6,-8,-10,-5,-2,-1,0
395803420365,-6,-20,10,19,2,1,1,0
395803420913,2,0,2,2,1,0,1,-1
395803420913,3,2,-1,-2,-2,-2,-1,1
395803435934,-2,4,2,-2,0,-2,-2,-1
395803435934,1,8,-6,-6,-1,-1,-2,-2
395803442128,-3,-4,-1,-2,-2,-2,0,1
395803442128,1,-2,-1,3,-1,0,0,1
395803457156,-2,-3,0,-1,0,1,0,0
395803457156,0,-1,-3,-3,1,0,-2,0
395803464599,-11,2,7,5,1,1,0,-2
395803464599,11,0,-6,-2,1,1,1,2
395803480345,-4,-6,3,3,-1,0,1,-1
395803480345,0,-8,-1,0,0,-2,-2,-3
395803480917,-2,15,-4,-4,-1,-2,-2,2
395803480917,-3,2,-1,-2,-1,0,-1,1
395803495956,-1,0,1,3,2,-1,0,-1
395803495956,-1,-2,-3,-6,-3,-1,-1,-1
395803501915,5,-4,-3,-4,-2,-3,-2,-3
395803501915,-3,0,0,-3,-2,-2,-2,-2
395803517138,0,1,9,8,3,2,1,-1
395803517138,-1,8,-9,-7,-2,-2,-1,0
395803524686,-5,-17,4,2,0,0,-2,-2
395803524686,4,18,-1,-2,-2,-1,-1,1
395803540316,-14,-42,-13,-8,-7,-1,-4,-5
395803540316,3,16,6,2,1,0,2,-1
395803540918,0,1,-9,-2,-1,0,1,0
395803540918,-2,-3,-1,1,1,-1,-1,-1
395803556027,10,9,0,-3,-1,-1,-2,4
395803556027,-5,-5,1,-2,0,-1,-1,-7
395803561950,2,-3,-4,3,1,-1,-3,-1
395803561950,-3,-13,-11,-2,0,-1,0,-1
395803577189,1,26,14,5,1,0,0,0
395803577189,-3,-10,-2,-3,0,-1,-3,-2
395803584677,1,0,-2,-2,-3,-3,-1,-2
395803584677,1,0,-3,2,-2,0,-1,0
395803600499,-2,-8,-8,-5,2,0,0,-2
395803600499,-1,4,0,-5,-4,-1,-2,-1
395803600899,4,3,7,11,7,4,1,1
395803600899,-1,-7,-3,-4,-1,-1,-2,0
395803616075,-5,-1,-3,-4,-3,-3,2,-1
395803616075,-1,-4,-3,-8,-3,0,0,-1
395803621941,0,8,-8,-6,-4,-3,-2,-2
395803621941,-5,-25,-5,0,-2,-4,-3,-1
395803637183,0,1,-2,-1,-2,1,0,-1
