Timestamp	477605053	477611875	477635652	477637282	477642611	477649297	477665020	477671789	477688331	477689757	477702587	477709412	477725043	477731770	477748116	477749754	477762534	477769345	477785140	477791920	477808193	477809828	477822729	477845778	477846454	477851990	477867385	477884705	477885628	477889292	477905114	477911738	477928269	477929804	477941945	477950978	477965090	477972050	477989700	477991302	478001934	478010784	478025143	478031952	478048263	478049785	478061816	478070910	478085061	478091931	478108133	478109711	478121886	478130848	478145104	478151957	478167736	478174445	478181792	478190817	478205190	478211924	478227646	478234475	478241806	478250843	478265029	478271945	478287634	478294332	478301933	478310787	478325148	478331980	478347592	478354308	478370756	478372381	478385028	478391930	478408875	478414534	478430816	478432422	478444962	478451901	478467521	478474217	478490691	478492155	478505059	478511990	478527636	478534409	478550781	478552366	478565056	478571900	478587635	478594392	478610760	478612354	478625025	478631967	478647645	478654466	478670875	478672410	478685128	478691786	478706793	478714225	478730129	478730721	478745882	478751827	478766954	478774379	478790045	478790709	478805753	478811905	478826863	478834414	478850105	478850665	478866323	478871865	478886879	478894394	478910005	478910838	478925786	478931737	478946896	478954400	478969880	478970682	478985906	478991816	479006812	479014410	479030092	479030705	479045777	479051861	479066896	479074288	479090043	479090662	479105711	479120063	479126963	479134317	479149451	479156914	479165733	479171838	479186978	479194237	479209328	479216738	479232588	479233214	479246851	479254243	479269321	479276931	479285837	479291919	479306770	479314293	479329399	479336850	479352617	479353217	479366924	479374380	479389429	479396714	479412506	479413227	479426877	479434304	479449399	479456899	479472540	479473226	479486921	479494418	479509395	479516732	479532391	479533303	479546813	479554208	479569413	479576778	479592610	479593205	479606671	479614494	479629398	479636915
Sensor 0	-14	2	6	-7	-1	-1	-5	-2	1	4	4	-3	0	-4	-4	3	9	2	-2	11	-22	1	2	-6	1	3	2	-4	17	-4	1	-2	-1	-6	0	-2	-7	1	-12	-1	2	-8	5	-1	-4	4	0	-3	-1	-2	4	-3	0	10	10	48	4	8	-33	-7	-15	4	-11	-4	-4	-2	-15	-21	35	-16	-45	-14	12	3	-12	-8	5	25	11	3	1	13	30	-6	-5	-92	-12	37	7	29	-1	32	13	29	-40	-29	7	-40	8	-13	17	-40	9	21	9	27	-32	14	-12	8	-22	23	21	10	1	-10	-19	18	-26	4	-2	-14	-27	-20	35	1	1	-21	-4	-14	-8	8	7	-21	2	-3	7	-18	14	6	-11	30	-15	-11	-20	27	19	-12	32	14	-15	13	-8	-23	-1	2	1	-10	-5	-7	9	2	-1	7	13	-17	-16	-10	-23	-11	-27	-7	22	18	2	-13	28	24	-13	-1	31	-17	12	7	-29	3	7	-22	-30	13	10	20	-16	-6	16	8	0	6	9	-4	-1	16	12	-18
Sensor 1	8	4	5	-2	-3	-20	-2	-3	-23	-9	20	4	-5	-4	4	9	-14	-6	1	4	-9	-20	-3	2	3	-5	6	0	9	-17	-2	9	-2	11	-1	4	-27	-10	-5	1	12	5	-7	-5	2	-2	20	-6	0	0	3	-16	4	24	22	2	-20	29	-22	-18	1	35	16	-37	8	-12	-4	-51	73	86	28	-14	17	17	-87	-45	-38	102	25	18	-98	-24	20	-72	66	-50	-35	23	21	-20	24	91	-44	-13	-12	-48	-10	-34	-1	-19	8	-61	16	43	5	30	-2	31	21	-22	-9	1	6	39	14	-58	-47	2	5	28	-28	4	2	25	2	-9	20	-53	-1	35	-4	0	-7	16	-62	23	25	-25	0	29	26	22	-23	-16	16	-34	6	0	44	-15	-34	17	-4	-16	-22	-13	-40	-18	36	22	11	5	17	10	5	-26	14	3	-102	-12	14	-6	22	32	-40	-49	28	9	11	11	20	-21	12	-13	-54	0	28	-10	2	15	-10	4	11	8	-37	-12	35	28	-15	-3	32	-24	27	30
Sensor 2	1	0	-2	-4	14	-8	-6	-7	-7	-7	-3	1	-5	-1	-1	5	-6	0	1	-3	1	-1	-5	4	0	1	0	-4	1	-4	1	-1	-3	0	-7	0	-7	3	9	1	0	0	-6	-4	2	2	9	-3	2	-3	1	5	18	-29	4	-15	-21	1	34	1	-40	45	42	-15	0	-34	-14	-76	65	-29	11	21	-41	12	-75	-40	-10	122	-9	62	-35	3	-62	-60	61	-109	-56	6	92	-27	52	80	-75	5	-6	-50	10	-25	-25	48	-53	-32	8	40	7	-83	-39	18	16	-19	35	26	9	118	-1	-90	27	11	-27	47	-25	29	11	75	116	-90	10	-27	-6	-21	-70	26	-94	-15	36	-9	-44	-34	-79	0	13	32	32	-6	114	-54	-14	40	13	-8	-27	-26	-45	5	-16	-22	15	66	-13	-18	9	-9	2	-38	13	-16	20	-55	-68	-31	2	29	8	15	-11	32	34	39	-18	-4	18	35	-19	-42	-67	-19	5	-32	23	-11	29	66	39	-36	-112	-23	1	-14	-5	-19	29	-26	25	43
Sensor 3	-2	0	-6	-3	-2	0	-1	-5	-4	-7	-5	-1	-1	3	-2	4	-5	2	0	-2	-2	-2	-4	4	-1	-3	1	0	3	2	-1	0	0	-2	-6	-2	-1	22	5	-3	2	-5	-7	-4	0	2	0	-9	6	-6	-4	-5	3	-22	-6	-6	-11	-23	2	7	0	62	20	-43	-8	-17	-14	-14	7	-41	6	36	-4	-13	-47	-46	18	105	-2	20	-36	4	-16	-5	1	-57	-18	-13	43	6	24	26	-10	-28	-13	-20	50	-11	-39	18	-8	-13	26	56	-4	-53	-21	16	-15	-8	19	6	-10	72	-3	-40	28	-13	-22	30	-3	-18	-5	88	28	-47	11	-12	15	-18	-35	23	-20	-21	4	-32	-50	-16	-29	2	9	18	-3	-7	64	-21	-8	23	8	-6	6	-3	-47	-7	-15	-13	-6	19	3	-9	26	-6	-10	-29	-10	29	2	-8	-4	-32	-2	7	7	19	30	26	4	-11	-3	-9	6	30	6	-27	-31	-4	-1	-6	8	1	-15	85	5	-46	-13	-19	-8	-27	3	-13	19	-4	16	9
Sensor 4	-2	-2	-5	-4	-1	-1	-1	0	-4	-3	-3	-1	0	1	-2	-1	-2	-1	-1	0	-1	-2	-1	0	1	-2	0	0	0	-2	0	-2	-1	0	-2	-1	-2	5	0	-2	0	-3	-4	-2	0	0	-2	0	0	-1	-1	-8	-4	-2	-12	-2	6	-9	22	-15	20	0	-3	-12	-11	7	-28	-15	10	1	2	43	11	-12	-7	-22	0	36	-6	7	-17	-6	-1	0	5	-21	-10	-10	9	19	8	29	-3	-23	-1	-18	6	-6	-26	13	-7	-3	9	2	-2	-13	-3	-1	4	-2	0	2	3	6	-2	-6	-2	-3	-5	5	6	-12	1	27	-2	-4	-1	11	-2	-4	-12	18	-19	-10	9	-18	-10	-11	12	-6	2	14	-6	-10	3	-4	-4	3	15	-7	-4	-4	4	-9	-1	2	-5	17	-5	-4	3	-13	-5	-2	-9	3	0	5	-3	2	1	2	4	-6	2	1	8	-7	-2	-14	-1	4	-1	-15	-9	-4	2	2	8	10	-16	15	-6	-9	10	-14	-5	1	3	-2	2	4	4	7
Sensor 5	-1	-1	-4	-2	0	0	-2	0	-2	-3	-2	-2	-1	0	0	-1	0	1	-1	-1	-2	-3	-1	0	0	-2	0	-1	1	1	-2	-1	-1	-1	-1	0	-1	2	-1	-4	1	-1	-2	0	-2	0	-2	1	-1	-3	1	-70	-12	17	-40	55	20	25	63	-47	51	27	54	-34	-17	-52	-27	-39	-88	76	-3	73	51	-4	22	-17	-31	42	-6	71	0	-39	-36	-7	62	-45	-12	-32	-18	29	5	-8	34	-39	-14	-12	-4	-18	-21	32	10	13	20	-34	19	-1	-32	20	4	78	-2	-27	-4	-11	-16	-17	10	-1	10	18	22	-11	-19	28	-8	26	22	46	-19	14	-11	69	-78	-40	7	-83	-24	-23	54	0	5	-16	-11	-11	10	9	-37	-24	26	-19	-2	-13	95	19	1	36	-17	40	-28	10	-14	-15	-18	-9	-20	5	4	-35	12	78	-39	-5	12	-19	-25	-2	26	-23	-12	-18	26	-2	-4	-58	11	-40	-2	-60	25	6	-14	55	-1	0	46	-53	14	44	21	32	-29	6	7	12
Sensor 6	-1	-2	0	-1	-1	-2	-3	1	-2	-1	-1	-1	2	-1	-2	-1	1	0	-1	2	-4	-1	0	-1	-2	0	-2	0	1	-1	-2	-2	0	0	1	-2	-2	0	-2	-1	0	0	-2	0	-2	-2	-1	0	1	-2	-3	17	-4	-28	22	13	-51	-2	-16	38	-53	36	30	-77	-17	113	-75	-128	32	-22	-23	21	121	-4	-45	5	18	-8	93	-28	-46	-7	55	23	55	-4	-22	-3	-23	-11	-41	39	6	-6	-41	26	29	3	48	-25	-67	64	21	-24	-30	3	39	5	-12	-66	4	36	15	-26	-35	-15	7	-38	-13	44	56	4	-29	41	-27	-21	-25	26	-8	-3	34	-9	56	-42	-12	65	-56	-12	-32	-28	23	-24	-30	-3	59	-25	-7	27	0	-9	-4	-23	-25	-25	-18	44	-7	10	41	4	19	-12	-43	7	15	-31	-5	-30	-27	30	2	-14	4	8	19	-23	-31	-2	10	-7	37	5	-28	39	-11	43	-12	-66	-23	-9	-6	-5	36	9	59	8	-16	-9	65	1	-35	16	-29	16
Sensor 7	-4	1	-1	-2	1	-2	-3	3	0	-2	1	-3	-2	-3	-1	-2	2	1	-1	2	-6	1	0	0	-1	0	0	-2	2	-2	0	0	-1	-1	-3	0	-3	0	-4	-1	1	-2	0	-2	0	1	-2	-1	-1	-3	0	-5	0	-4	1	-1	9	3	-12	55	-50	19	-14	-5	-18	-15	-27	-24	-4	-18	-6	-10	51	3	7	10	8	7	20	-5	-2	-10	17	-4	5	3	13	-3	7	-8	-17	18	-4	-9	-4	-11	33	-16	-2	-11	-18	23	5	-4	-1	5	0	9	-17	-17	5	17	11	11	-3	-1	-2	-17	-13	4	2	-46	-15	13	-4	-13	15	5	-27	-10	3	7	-1	-15	-9	20	0	39	-9	4	22	-18	-3	-19	-23	8	6	-22	11	11	-3	-55	-11	22	1	12	8	-1	-46	-7	54	3	0	16	10	1	-9	-18	-4	4	-2	-10	7	0	3	-14	5	14	-50	15	42	-10	-7	-2	-10	10	-6	-13	0	3	2	43	10	-6	29	-5	-13	17	10	-10	4	22	2	-11
